"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems"
"RMA4","concatenate174",-18.2,-16.37,19.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.37,-16.99,19.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.29,-28.16,19.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.9,-15.41,19.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.24,-13.41,20,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-44.68,-17.83,20.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-38.7,-13.07,20.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.75,-12.75,20.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.39,-14.17,20.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.45,-18.99,20.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-24.08,-16.15,20.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.09,-32.85,20.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.02,-14.47,20.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.67,-12.5,20.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.81,-16.82,20.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.16,-53.83,20.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.07,-61.51,21,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.8,-42.38,21.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.68,-43.26,21.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.29,-10.29,21.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.35,-67.11,21.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.21,-35.63,21.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.1,-40.97,21.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.81,-64.96,21.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.29,-26.19,21.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.46,-60.24,21.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.95,-39.36,21.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-30.45,-33.5,21.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-35.99,-31.72,22,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.24,-17.52,22.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-56.11,-35.36,22.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.27,-42.73,22.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.09,-37.46,22.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-24.82,-16.89,22.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.38,-10.83,22.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-40.72,-29.74,22.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-26.65,-31.54,22.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.46,-16.62,22.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.54,-50.22,22.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.74,-18.23,22.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-42.97,-28.93,23,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.51,-20.62,23.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-41.99,-16.97,23.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.93,-48.39,23.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.69,-29.35,23.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.96,-12.13,23.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.14,-32.94,23.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-33.54,-39.03,23.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-20.94,-42.91,23.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.33,-30.42,23.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.2,-17.1,23.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.91,-50.47,23.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.54,-32.69,24,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.39,-42.57,24.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.42,-9.7,24.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-17.35,-16.13,24.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.63,-31.82,24.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-19.91,-46.15,24.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.98,-23.35,24.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-23.8,-26.25,24.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.86,-32.02,24.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.68,-14.74,24.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-22.7,-39.79,24.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-32.77,-25.45,24.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-29.87,-18.27,25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.48,-13.97,25.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.12,-14.62,25.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.87,-19.59,25.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-39.53,-9.62,25.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-5.74,-8.79,25.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.73,-19.5,25.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-5.04,-8.7,25.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-6.79,-26.32,25.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-18.7,-16.26,25.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.41,-27.89,25.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.83,-31.93,25.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-21.88,-24.33,26,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.12,-16.22,26.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.45,-3.96,26.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.65,-6.9,26.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-25.25,-13.04,26.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.33,-20.54,26.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.92,-16.53,26.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.57,-7.3,26.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.71,-19.86,26.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.86,-18.13,26.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.65,-27.52,26.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-7.73,-8.95,26.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.73,-18.5,27,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-7.57,-35.64,27.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.24,-16.34,27.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.95,-11.51,27.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.04,-18.98,27.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.91,-12.25,27.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.85,-19.84,27.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-6.76,-12.26,27.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.75,-8.3,27.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.95,-13,27.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.58,-19.63,27.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.96,-13.74,27.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-15.91,-14.08,28,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-12.34,-7.45,28.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-7.25,-12.13,28.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-11.66,-6.17,28.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-27.43,-14,28.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.2,-22.74,28.42,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-14.17,-23.32,28.5,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-9.91,-27,28.58,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-7.74,-13.23,28.67,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.49,-21.47,28.75,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-16.99,-11.5,28.83,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-6.07,-24.38,28.92,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-10.98,-18.91,29,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-5.28,-24.21,29.08,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-5.59,-17.8,29.17,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-13.41,-21.35,29.25,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
"RMA4","concatenate174",-8.96,-19.95,29.33,"2.2.1","female",484.66,478.04,32,2,"glutamate","control",2,"1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA
